내용,Translated 내용
개혁신당이 무너져가는 보수의 새로운 심장이다..아직도 분위기 파악못하고 아무생각도없이 개거품물며 이준석 욕만하고 역대 최악의 무식무능한 용병술통령과 명품뇌물영부인만 지지하는 뇌세포없어 사리분별못하는 할배할매 꼴통보수쓰레기와 말한마디 못하는 국힘국개들이 보수와 나라를 말아먹고있다..아놔 쓰레기집단 국힘은 답이 안보인다..어차피 망하는김에 용병술통령과 국힘이 7년전 탄핵보수때보다 더 폭망하고 이준석 개혁신당 중심으로 새로운보수를 재건해야할듯.,"It is a new heart of conservatives that the reform party collapses. Still, the atmosphere is still unknown and no idea, and Lee Jun -seok's swearing, the worst ignorant mercenary and the brain cells that only support the luxury brainwater.Gukgukgae, who can't say a word, are eating conservatives and countries.I think we have to rebuild new conservatives."
이재명 조국 이준석 혹시 라도 대통령됨 임기 2년 .!!! 찬성우리 윤대통령님은 통일 대통령 .!! 대통령 임기  5년 연장,"Lee Jae -myung's father, Lee Jun -seok, is the president.Chan Sung Woori Yoon is a unified president.Presidential term for 5 years extension"
국회의원 세비 없애고 자원봉사로 하면 인정해줄게,I will admit it if I get rid of the parliamentary member and volunteer.
대구출신이 순천에 가서 정치했던 이유는? 눈이 띄니까. 이번에 순천 출마하지 않은 이유는? 안될께 뻔했으니까. 느닷없이 비례한 이유는? 당선권이라 생각 했으니까. 에라이~~~,Why did Daegu go to Suncheon and politics?Because it is noticeable.Why did you not run Suncheon this time?I couldn't do it.Why is it proportional?I thought it was elected.Era ~~~
ㅇㅇㅊ 개검 윤완용이 하것냐,ㅇㅇ ㅊ ㅊ ㅊ
그래서 재명이 대퉁  만들고 셀프 사면후 8년지나 준썩대통 만들어 보겠다는 꾀? 쉽지 않을꺼야 자유대한민국은 영원한 국힘이 집권하고 세계최강 번영을 후손에게 물려 줄거야 국힘이여 영원하라,"So, I would like to make a big rejection after the self -built and the self -built?It will not be easy. Free Korea will be in power and the world's strongest prosperity will be passed on to descendants."
누가 전라도 놈 아니랄까좌 통수 오지네....,"Who's not Jeolla, I'm not going to go to the seat ...."
짐언 한번만 고초를 격으믄 대는디 악소리 몬허구 한번을 더 격으라구...~^^,"The luggage is only one troubled, and the sound of the sound of the sound of the evil Monhu -gu ... ~ ^^"
정치적 위기를 모면하기 위해 개헌한다고? 개헌은 국민과 국가와 미래를 위해서 하는거지.. 천하람 그 정도 밖에 안되나?ㅉㅉ 하긴 순천 버리고 비례로 빤스런한 놈이니,"Is it amend to avoid the political crisis?The amendment is for the people, the nation, and the future."
4년중임제 찬성한다. 무능한 대통령에게 5년은 너무 길고 유능한 대통령에게는 한번의 기회를 더 주는것이 국익에 맞다. 윤석열은 스스로 1년의 임기를 줄이서고라도 개헌에 앞장서야 무사히 임기를 마칠수가 있다. 이재명의 사법리스크는 그전에 1심이 판결내려지기에 법정구속이 될수도 있고 아니더라도 국민들이 판단을 내릴수 있는 충분한 근거가 생긴다.,"I am in favor of the prevailing for four years.For the incompetent president, five years are too long and competent to give one more opportunity for national interests.Yoon Seok -yeol can finish his term safely, even at the forefront of the constitution, even if he or she has reduced his term.Lee's judicial risk can be legal restraint because the first trial is ruled before that, or there is a sufficient basis for the people to judge."
"대통령 주변인물들이 너무 멍청한것 아닌지?
               다른말 안나오게  모든것을 내다보고 빈틈없이 처리했어야 맞는데...

        
                         해외도 좌파들 보면 너무 비민주적이고 폭력적이더라는......

                                         툭하면 부수고 아스팔트 시위하고....","Isn't the people around the president are too stupid?
I should have done everything so that I didn't say anything else, but it should have been done tightly ...


Overseas were too non -democratic and violent.

If you break it, you will be able to demonstrate the asphalt ...."
대단한 정치인들이다 국힘보다 개신당이 보수해라 적극 찬성이다 .. 3석이나 존재감은 30석이다,It is a great politician.
대통령제 4년 중임 개헌을 윤석렬이 적극 제안하면 1년을 반납하고 탄핵을 모면할 수 있다 아마도 금년 9~10월이 결단 분수령이 될 전망이다 그때의 지지율이 20% 초반을 형성하고 특검 이슈가 강력하게 부각되면 대통령은 중대 결심을 피하기 어렵다,"If Yoon Seok -ryul is actively suggesting Lim's amendment during the four -year presidential system, he can return one year and avoid impeachment.If it is highlighted, the president is difficult to avoid major decisions."
GIRAL 하고 앉았네 ㅋㅋㅋㅋ 이재명 감옥 가고 나서 해라. 너 재명이한테 자리 약속이라도 받았냐? 지금 이대로 개헌하면 이재명 대선 가는 거 확정인데 개헌하라고?? 그럼 특검부터 철회하고 논의를 해야지 특검 군데군데 밀어붙일거면서 헛소리도 풍년이네. 일개 비례 따리가 ㅋㅋㅋ,"I sat with GIRAL ㅋ ㅋㅋㅋ Lee Jae -myung.Have you received a promise from Jae -myung?If you amend it as it is now, it will be confirmed to go to the presidential election.Then I have to withdraw and discuss the special prosecutor.One proportion is followed by"
야임마😮그럴시간에 빠르게 황천길이나 가라😮임마😮,Yellow Cheon -gil or Kara 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮 😮
오 명답이네 이재명이랑 이거면 자신의 탄핵을 걸고 이재명이랑 타협이 될것 같네,"Oh, it's a good answer."
지지율 빠져 맥아리 없는 대통령이 추진하는 개헌은 임기 단축되는 실질적인 탄핵 효과밖에 없다.,The only constitutional amendment by the presidentless president is the only effective impeachment effect to shorten his term.
"탄핵 후 여야 협의해 4연 중임 협의해라. 비리 청산 안하고 비리독재 부부, 가족사기단을 계속 자리에 두는 것은 어불성설이다","After the impeachment, consult the ruling party and discuss the fourth year.It is absurd to keep the corruption dictatorship and family fraud without liquidation."
김포 경기도편입을 광주가서 징징거린 모지리네 ㅋ,Gimpo Gyeonggi -do is transferred to Gwangju and whining
"김포편입되면 안양, 하남, 부천, 의정부, 구리 전부 해달라고 할거임. 그럼 경기도는 사라짐","When Gimpo is incorporated, I will ask you to do all Anyang, Hanam, Bucheon, Uijeongbu, and Guri.Then Gyeonggi -do disappears"
경기 북도 정책은 철회해야. .......  가난한 지역만 묶어서 뭘 어쩌려는 것임? .......  의정부는 자기 개발하기에도 돈이 모자라는 지역. .....  주변 지역에 도움줄 여력 없어. ......  정치적인 계산만으로 북도 먹겠다는 생각으로밖에 안보여,The Gyeonggi -do policy should withdraw........ What do you want to tie up only the poor areas?....... Uijeongbu is a region where money is not enough to develop...... There is no room for help in the surrounding area....... I only see it with the idea of ​​eating North just by political calculation.
김동연아 너는 문재인놈과 함께 소득주도성장이니 하면서 나라를 말아먹은 경제정책을 같이 앞장서놓고 무슨 염치로. 그리고 경기북도와 김포왜 안되는데. 근거가 뭐냐?,"Kim Dong -yeon, you are with Moon Jae -in, so it's a growth -driven growth.And Gyeonggi -do and Gimpo are not.What is the basis?"
이건 김동연의 말이 맞다. 지방말살정책.,This is right Kim Dong -yeon.Local horse policy.
경기북부도는 김동연 니가 한다고한거아니가?,Isn't Kim Dong -yeon that you say?
"""김포 서울 편입""의 첫발단이 김동연이 경기도를 남부, 북부 2개로 나누는데, 한강 이남에 있는 김포를 경기북도로 편입시킨다고 해서 이에 반대하는 김포 시민들이 서울 편입시켜달라고 하면서 시작된거잖아. 김동연 본인이 김포 시민들 무시한 처사 아닌가? 지리적으로 김포가 어떻게 경기북도냐?","The first step in ""Gimpo Seoul Transfer"" is that Kim Dong -yeon divides Gyeonggi -do into two southern and northern parts, and Gimpo citizens who oppose Gimpo in the south of the Han River have begun to incorporate Seoul.Isn't Kim Dong -yeon himself ignoring Gimpo citizens?How is Gimpo in Gyeonggi -do?"
니가 하면 잘한 일이고~~얘라이 나쁜 놈아~,It's good to do if you do it ~~ You're a bad guy ~
"동연아!  사기는 니가 치고  있구만,  참신한 줄 알고 밀어쥤드만 진짜 골수 사기꾼이었네?  정신차려!","Dongyeon!You're hit by a scam, but you knew it was a novelty and was a real bone marrow scammer?Wake!"
세종시 행정수도이전이 더 사기극아니냐? 세종시에 그당시 민주당 대표부터 엄청나게 땅사놨다며? 민주당은 이해찬이 세종시 땅값 몇배올랐고 얼마 수익중인지 공개해라,"Isn't Sejong's administrative capital to be more fraudulent?In Sejong City, I bought a lot of land from the Democratic Party.The Democratic Party, Lee Hae -chan has risen several times the land price in Sejong City and reveals how much he is profitable."
